C,MaxIter_SLS,Batch_SLS,mu_SLS,K1,K2,MaxIter_Softmax,Batch_Softmax,mu_Softmax,Fscore,Tiempo
10,300,256,0.1,6,6,2500,256,0.1,0.991285030758715,2.112391710281372
10,300,256,0.1,6,3,2500,32,0.1,0.991285030758715,3.66632342338562
10,300,256,0.1,6,3,2500,64,0.1,0.991285030758715,2.8200998306274414
10,300,256,0.1,6,3,2500,128,0.1,0.9869281045751634,2.4933271408081055
10,300,256,0.1,6,3,2500,256,0.1,0.991285030758715,2.0710926055908203
10,300,256,0.1,6,2,2500,32,0.1,0.973846153846154,3.76981258392334
10,300,256,0.1,6,2,2500,64,0.1,0.991285030758715,2.814655065536499
10,300,256,0.1,6,2,2500,128,0.1,0.9782135076252724,2.355987548828125
10,300,256,0.1,6,2,2500,256,0.1,0.9956427015250544,2.060271739959717
10,300,256,0.1,3,3,2500,32,0.1,0.991285030758715,3.556370496749878
10,300,256,0.1,3,3,2500,64,0.1,0.991285030758715,2.6549594402313232
10,300,256,0.1,3,3,2500,128,0.1,0.991285030758715,2.185434103012085
10,300,256,0.1,3,3,2500,256,0.1,0.991285030758715,1.9376494884490967
10,300,256,0.1,3,2,2500,32,0.1,0.991285030758715,3.5728976726531982
10,300,256,0.1,3,2,2500,64,0.1,0.991285030758715,2.6690547466278076
10,300,256,0.1,3,2,2500,128,0.1,0.991285030758715,2.175241470336914
10,300,256,0.1,3,2,2500,256,0.1,0.991285030758715,1.9138400554656982
